28.023	40.087	2.9	0.176
30.6	40.651	3.1	0.194
28.095	40.125	2.7	0.16
29.277	40.439	2.6	0.151
29.798	40.751	3.0	0.185
29.433	40.144	2.7	0.16
27.854	40.25	2.7	0.16
30.07	40.706	2.7	0.16
27.547	40.68	2.8	0.168
29.065	40.47	3.3	0.21
28.828	41.274	2.6	0.151
29.423	40.196	2.8	0.168
28.991	40.31	2.7	0.16
29.102	40.654	2.8	0.168
30.789	40.59	2.7	0.16
29.207	40.421	2.7	0.16
27.907	40.44	2.8	0.168
29.242	40.296	2.8	0.168
27.637	40.501	3.1	0.194
29.292	40.28	2.6	0.151
30.055	40.687	2.8	0.168
29.27	40.91	2.6	0.151
29.964	40.659	2.7	0.16
28.889	40.134	2.8	0.168
29.225	40.478	2.6	0.151
28.059	41.098	2.7	0.16
29.219	40.417	2.8	0.168
27.341	40.192	3.6	0.236
27.843	40.504	2.6	0.151
27.569	40.797	2.9	0.176
29.079	40.652	2.5	0.143
28.849	40.387	2.6	0.151
28.126	40.833	3.1	0.194
28.869	40.452	2.6	0.151
28.846	40.473	2.6	0.151
29.084	40.561	2.5	0.143
26.225	40.348	3.0	0.185
27.829	40.858	2.8	0.168
29.958	40.688	2.4	0.134
28.878	40.236	3.0	0.185
30.347	40.708	2.7	0.16
29.48	40.854	2.4	0.134
27.469	40.785	3.0	0.185
30.405	40.888	2.6	0.151
30.188	40.068	3.1	0.194
29.494	40.982	2.5	0.143
29.427	40.022	2.8	0.168
27.922	40.96	2.6	0.151
28.5	41.109	2.7	0.16
28.952	41.091	2.6	0.151
28.974	40.592	3.0	0.185
27.894	40.612	2.9	0.176
27.43	40.837	3.1	0.194
27.79	40.445	2.5	0.143
29.919	40.7	2.5	0.143
29.941	40.705	3.0	0.185
29.896	40.667	2.5	0.143
28.769	40.136	2.6	0.151
29.4	41.029	2.6	0.151
26.25	40.291	2.5	0.143
27.499	40.769	2.7	0.16
27.498	40.776	2.7	0.16
27.494	40.788	2.7	0.16
28.999	40.73	2.6	0.151
29.142	40.255	2.6	0.151
26.327	40.299	3.2	0.202
29.419	40.159	2.7	0.16
29.218	40.451	2.7	0.16
27.894	40.335	2.8	0.168
29.852	40.725	2.8	0.168
27.515	40.794	3.6	0.236
27.554	40.789	3.0	0.185
28.134	40.122	2.9	0.176
29.896	40.698	2.6	0.151
29.288	40.914	2.6	0.151
30.538	40.766	2.6	0.151
30.446	40.558	2.9	0.176
28.361	40.813	2.6	0.151
29.189	40.733	2.7	0.16
27.982	40.886	2.8	0.168
27.981	40.797	2.6	0.151
27.254	40.095	3.6	0.236
27.639	40.846	2.9	0.176
27.651	40.838	3.4	0.219
29.156	40.354	2.6	0.151
